State_index,Jurisdiction,Time,Type,Name,Formatted_Text,Amount (million dollars),Description,Link,Source,Start
2,South Dakota,Pre-pandemic,Agency,Public Utilities Commission,Pre-pandemic Agency: Public Utilities Commission,,,,PEW_July2019,0
3,South Dakota,Pandemic,Fund,Governor Kristi Noem announced CARES Act funds would support the K-12 Connect program to provide internet service at no cost to eligible K-12 students in their homes for the remainder of the 2020-21 school year.,Pandemic Fund: Governor Kristi Noem announced CARES Act funds would support the K-12 Connect program to provide internet service at no cost to eligible K-12 students in their homes for the remainder of the 2020-21 school year.,,Governor Kristi Noem announced CARES Act funds would support the K-12 Connect program to provide internet service at no cost to eligible K-12 students in their homes for the remainder of the 2020-21 school year.,https://www.nga.org/center/publications/expand-affordable-broadband/,National Governor's Association,0
,South Dakota,Pandemic,AGENCY 1,Governor's Office of Economic Development (South Dakota Broadband Development Program),Pandemic AGENCY 1: Governor's Office of Economic Development (South Dakota Broadband Development Program),,,https://sdreadytowork.com/,PEW_May2021,0
,South Dakota,Pandemic,AGENCY 2,South Dakota Public Utilities Commission,Pandemic AGENCY 2: South Dakota Public Utilities Commission,,,https://puc.sd.gov/,PEW_May2021,0
,South Dakota,Pandemic,AGENCY 3,South Dakota Bureau of Information and Telecommunications,Pandemic AGENCY 3: South Dakota Bureau of Information and Telecommunications,,,https://bit.sd.gov,PEW_May2021,0
,South Dakota,Pandemic,FUND 1,Connect South Dakota Broadband ,Pandemic FUND 1: Connect South Dakota Broadband ,,,https://sdgoed.com/public-records/connectsd/,PEW_May2021,0
,South Dakota,Pandemic,GOAL 1,https://sdgoed.com/wp-content/uploads/2020/08/State-Broadband-Plan.pdf,Pandemic GOAL 1: https://sdgoed.com/wp-content/uploads/2020/08/State-Broadband-Plan.pdf,,,https://sdgoed.com/wp-content/uploads/2020/08/State-Broadband-Plan.pdf,PEW_May2021,0
,South Dakota,Pandemic,MAP 1,South Dakota Broadband Maps (2019) ,Pandemic MAP 1: South Dakota Broadband Maps (2019) ,,,https://puc.sd.gov/commission/telecom/Broadbandmaps.pdf,PEW_May2021,0
,South Dakota,Pandemic,PLAN 1,Broadband in South Dakota ,Pandemic PLAN 1: Broadband in South Dakota ,,,https://sdgoed.com/wp-content/uploads/2020/08/State-Broadband-Plan.pdf,PEW_May2021,0
1,Tennessee,Pre-pandemic,Office,Broadband Initiative,Pre-pandemic Office: Broadband Initiative,,,,PEW_July2019,0
2,Tennessee,Pre-pandemic,Agency,Department of Economic and Community Development,Pre-pandemic Agency: Department of Economic and Community Development,,,,PEW_July2019,0
3,Tennessee,Pre-pandemic,Fund,Broadband Accessibility Grant,Pre-pandemic Fund: Broadband Accessibility Grant,,,,PEW_July2019,0
4,Tennessee,Pandemic,Fund,Tennessee Emergency Broadband Fund,Pandemic Fund: Tennessee Emergency Broadband Fund,61,"And Tennessee allocated $61 million in CRF money to the Tennessee Emergency Broadband Fund to support new infrastructure deployment and public Wi-Fi access points. The program is also providing funding to better connect homes to existing network infrastructure by adding more service drops, which run from the service line to the customer’s residence, and customer premises equipment.19",https://www.pewtrusts.org/en/research-and-analysis/issue-briefs/2020/11/states-tap-federal-cares-act-to-expand-broadband,,0
5,Tennessee,Pandemic,Fund," Governor Bill Lee announced $61 million to be allocated for emergency broadband funds to support telehealth, remote learning and telework services. The state allocated $60 million of general funds towards broadband and this new funding will potentially support projects that were previously denied due to a lack of program funding.","Pandemic Fund:  Governor Bill Lee announced $61 million to be allocated for emergency broadband funds to support telehealth, remote learning and telework services. The state allocated $60 million of general funds towards broadband and this new funding will potentially support projects that were previously denied due to a lack of program funding.",61," Governor Bill Lee announced $61 million to be allocated for emergency broadband funds to support telehealth, remote learning and telework services. The state allocated $60 million of general funds towards broadband and this new funding will potentially support projects that were previously denied due to a lack of program funding.",https://www.nga.org/center/publications/expand-affordable-broadband/,National Governor's Association,0
,Tennessee,Pandemic,AGENCY 1,Department of Economic & Community Development (Broadband Initiative),Pandemic AGENCY 1: Department of Economic & Community Development (Broadband Initiative),,,https://www.tn.gov/ecd/rural-development/tnecd-broadband-initiative.html,PEW_May2021,0
,Tennessee,Pandemic,FUND 1,Tennessee Broadband Accessibility Grant,Pandemic FUND 1: Tennessee Broadband Accessibility Grant,,,https://www.tn.gov/ecd/rural-development/tennessee-broadband-grant-initiative/tnecd-broadband-accessibility-grant.html,PEW_May2021,0
,Tennessee,Pandemic,GOAL 1,https://www.tn.gov/transparenttn/state-financial-overview/open-ecd/openecd/tnecd-performance-metrics/openecd-rural-community-development-quick-stats/broadband-accessibility-grants.html ,Pandemic GOAL 1: https://www.tn.gov/transparenttn/state-financial-overview/open-ecd/openecd/tnecd-performance-metrics/openecd-rural-community-development-quick-stats/broadband-accessibility-grants.html ,,,https://www.tn.gov/transparenttn/state-financial-overview/open-ecd/openecd/tnecd-performance-metrics/openecd-rural-community-development-quick-stats/broadband-accessibility-grants.html ,PEW_May2021,0
,Tennessee,Pandemic,PLAN 1,Report of the Tennessee Advisory Commission on Intergovernmental Relations ,Pandemic PLAN 1: Report of the Tennessee Advisory Commission on Intergovernmental Relations ,,,https://www.tn.gov/content/dam/tn/tacir/2021publications/2021_BroadbandUpdate.pdf ,PEW_May2021,0
1,Texas,Pre-pandemic,,Texas did not have any pre-pandemic initiatives.,Pre-pandemic: Texas did not have any pre-pandemic initiatives.,,,,PEW_July2019,0
2,Texas,Pandemic,Fund,Operation Connectivity Task Force,Pandemic Fund: Operation Connectivity Task Force,200,,https://d2e111jq13me73.cloudfront.net/sites/default/files/uploads/common_sense_media_partner_report_final.pdf,,0
3,Texas,Pandemic,PLAN 1,Broadband in Texas,Pandemic PLAN 1: Broadband in Texas,,,https://gov.texas.gov/uploads/files/business/Texas_Broadband_Briefing_Book_-_April_2020.pdf,PEW_May2021,0
4,Texas,Pandemic,MAP 1,Connected Nation Map of 100/10 Mbps broadband coverage ,Pandemic MAP 1: Connected Nation Map of 100/10 Mbps broadband coverage ,,,https://connectednation.org/texas/wp-content/uploads/sites/19/2020/08/TX_Broadband_100x10Mbps_2020_07_31.jpg,PEW_May2021,0
5,Texas,Pandemic,TASK FORCE 1,Governorâ€™s Broadband Development Council,Pandemic TASK FORCE 1: Governorâ€™s Broadband Development Council,,,https://gov.texas.gov/business/page/governors-broadband-development-council,PEW_May2021,0
6,Texas,Pandemic,GOAL 1,https://statutes.capitol.texas.gov/Docs/UT/htm/UT.58.htm,Pandemic GOAL 1: https://statutes.capitol.texas.gov/Docs/UT/htm/UT.58.htm,,,https://statutes.capitol.texas.gov/Docs/UT/htm/UT.58.htm,PEW_May2021,0
7,Texas,Pandemic,AGENCY 1,"Office of the Governor, Texas Economic Development","Pandemic AGENCY 1: Office of the Governor, Texas Economic Development",,,https://gov.texas.gov/business,PEW_May2021,0
1,Utah,Pre-pandemic,Agency,Governor’s Office of Economic Development,Pre-pandemic Agency: Governor’s Office of Economic Development,,,,PEW_July2019,0
2,Utah,Pre-pandemic,Agency,Department of Transportation,Pre-pandemic Agency: Department of Transportation,,,,PEW_July2019,0
3,Utah,Pre-pandemic,Task Force,Broadband Advisory Council,Pre-pandemic Task Force: Broadband Advisory Council,,,,PEW_July2019,0
4,Utah,Pre-pandemic,Plan,“Utah Broadband Plan” (2014),Pre-pandemic Plan: “Utah Broadband Plan” (2014),,,,PEW_July2019,0
5,Utah,Pre-pandemic,Map,Residential Broadband Map,Pre-pandemic Map: Residential Broadband Map,,,,PEW_July2019,0
6,Utah,Pre-pandemic,Map,Economic Development Map,Pre-pandemic Map: Economic Development Map,,,,PEW_July2019,0
,Utah,Pandemic,AGENCY 1,Governor's Office of Economic Development,Pandemic AGENCY 1: Governor's Office of Economic Development,,,https://business.utah.gov/broadband/,PEW_May2021,0
,Utah,Pandemic,AGENCY 2,Department of Transportation,Pandemic AGENCY 2: Department of Transportation,,,www.udot.utah.gov,PEW_May2021,0
,Utah,Pandemic,MAP 1,Utah Residential Broadband Map,Pandemic MAP 1: Utah Residential Broadband Map,,,https://mapserv.utah.gov/broadband/,PEW_May2021,0
,Utah,Pandemic,MAP 2,Utah Economic Development Map,Pandemic MAP 2: Utah Economic Development Map,,,https://locate.utah.gov/,PEW_May2021,0
,Utah,Pandemic,PLAN 1,Utah Broadband Advisory Council Plan,Pandemic PLAN 1: Utah Broadband Advisory Council Plan,,,https://business.utah.gov/wp-content/uploads/2020/07/Utah-Broadband-Advisory-Council-Plan-2020.pdf,PEW_May2021,0
,Utah,Pandemic,TASK FORCE 1,Utah Broadband Advisory Council,Pandemic TASK FORCE 1: Utah Broadband Advisory Council,,,https://business.utah.gov/events/broadband-advisory-council/,PEW_May2021,0
1,Vermont,Pre-pandemic,Agency,Department of Public Service,Pre-pandemic Agency: Department of Public Service,,,,PEW_July2019,0
2,Vermont,Pre-pandemic,Agency,Agency of Digital Services,Pre-pandemic Agency: Agency of Digital Services,,,,PEW_July2019,0
3,Vermont,Pre-pandemic,Task Force,Telecommunications and Connectivity Advisory Board,Pre-pandemic Task Force: Telecommunications and Connectivity Advisory Board,,,,PEW_July2019,0
4,Vermont,Pre-pandemic,Plan,“Vermont Telecommunications Plan” (2014),Pre-pandemic Plan: “Vermont Telecommunications Plan” (2014),,,,PEW_July2019,0
5,Vermont,Pre-pandemic,Goal,"“(a) The General Assembly finds that advances in telecommunications technology and changes in federal regulatory policy are rapidly reshaping telecommunications services, thereby promising the people and businesses of the State communication and access to information, while creating new challenges for maintaining a robust, modern telecommunications network in Vermont. 
“(b) Therefore, to direct the benefits of improved telecommunications technology to all Vermonters, it is the purpose of this section and section 202d of this title to: … 
“(10) support measures designed to ensure that by the end of the year 2024 every E-911 business and residential location in Vermont has infrastructure capable of delivering Internet access with service that has a minimum download speed of 100 Mbps and is symmetrical.”","Pre-pandemic Goal: “(a) The General Assembly finds that advances in telecommunications technology and changes in federal regulatory policy are rapidly reshaping telecommunications services, thereby promising the people and businesses of the State communication and access to information, while creating new challenges for maintaining a robust, modern telecommunications network in Vermont. 
“(b) Therefore, to direct the benefits of improved telecommunications technology to all Vermonters, it is the purpose of this section and section 202d of this title to: … 
“(10) support measures designed to ensure that by the end of the year 2024 every E-911 business and residential location in Vermont has infrastructure capable of delivering Internet access with service that has a minimum download speed of 100 Mbps and is symmetrical.”",,,,PEW_July2019,0
6,Vermont,Pre-pandemic,Fund,Universal Service Fund,Pre-pandemic Fund: Universal Service Fund,,,,PEW_July2019,0
8,Vermont,Pandemic,Fund,"$17.5 million to a new COVID-Response Accelerated Broadband Connectivity Program, supplements lifeline program, telehealth services, remote learning or telework needs, with $2.5 million segmented out to separately address telecommunications services, telehealth, connected Communications Union Districts.","Pandemic Fund: $17.5 million to a new COVID-Response Accelerated Broadband Connectivity Program, supplements lifeline program, telehealth services, remote learning or telework needs, with $2.5 million segmented out to separately address telecommunications services, telehealth, connected Communications Union Districts.",17.5,"$17.5 million to a new COVID-Response Accelerated Broadband Connectivity Program, supplements lifeline program, telehealth services, remote learning or telework needs, with $2.5 million segmented out to separately address telecommunications services, telehealth, connected Communications Union Districts.",https://www.nga.org/center/publications/expand-affordable-broadband/,National Governor's Association,0
,Vermont,Pandemic,AGENCY 1,"Department of Public Service (Telecommunications and Connectivity Division, Consumer Affairs and Public Information Division, and Connectivity Initiative)","Pandemic AGENCY 1: Department of Public Service (Telecommunications and Connectivity Division, Consumer Affairs and Public Information Division, and Connectivity Initiative)",,,https://publicservice.vermont.gov/connectivity,PEW_May2021,0
,Vermont,Pandemic,AGENCY 2,Agency of Digital Services,Pandemic AGENCY 2: Agency of Digital Services,,,https://digitalservices.vermont.gov/ ,PEW_May2021,0
,Vermont,Pandemic,AGENCY 3,Vermont Economic Development Authority,Pandemic AGENCY 3: Vermont Economic Development Authority,,,https://www.veda.org/broadband-loan-program,PEW_May2021,0
,Vermont,Pandemic,FUND 1,Vermont Universal Service Fund,Pandemic FUND 1: Vermont Universal Service Fund,,,https://publicservice.vermont.gov/telecom/vusf ,PEW_May2021,0
,Vermont,Pandemic,FUND 2,Broadband Innovation Grant Program,Pandemic FUND 2: Broadband Innovation Grant Program,,,https://publicservice.vermont.gov/content/broadband-innovation-grant-program,PEW_May2021,0
,Vermont,Pandemic,FUND 3,Broadband Expansion Loan Program,Pandemic FUND 3: Broadband Expansion Loan Program,,,https://www.veda.org/broadband-loan-program,PEW_May2021,0
,Vermont,Pandemic,FUND 4,ThinkVermont Innovation Grant Program ,Pandemic FUND 4: ThinkVermont Innovation Grant Program ,,,"https://publicservice.vermont.gov/content/broadband-innovation-grant-program#:~:text=The%20Broadband%20Innovation%20Grant%20program,and%20underserved%20areas%20of%20Vermont.",PEW_May2021,0
,Vermont,Pandemic,GOAL 1,https://publicservice.vermont.gov/sites/dps/files/documents/EBAP%20Public%20FINAL%20DRAFT%20no%20appendices%206-23-2020.pdf,Pandemic GOAL 1: https://publicservice.vermont.gov/sites/dps/files/documents/EBAP%20Public%20FINAL%20DRAFT%20no%20appendices%206-23-2020.pdf,,,https://publicservice.vermont.gov/sites/dps/files/documents/EBAP%20Public%20FINAL%20DRAFT%20no%20appendices%206-23-2020.pdf,PEW_May2021,0
,Vermont,Pandemic,GOAL 2,"https://legislature.vermont.gov/statutes/section/30/005/00202c

","Pandemic GOAL 2: https://legislature.vermont.gov/statutes/section/30/005/00202c

",,,"https://legislature.vermont.gov/statutes/section/30/005/00202c

",PEW_May2021,0
,Vermont,Pandemic,MAP 1,Broadband High-Speed Internet Availability ,Pandemic MAP 1: Broadband High-Speed Internet Availability ,,,https://publicservice.vermont.gov/content/broadband-availability,PEW_May2021,0
,Vermont,Pandemic,PLAN 1,Broadband Action Plan,Pandemic PLAN 1: Broadband Action Plan,,,https://publicservice.vermont.gov/sites/dps/files/documents/EBAP%20Public%20FINAL%20DRAFT%20no%20appendices%206-23-2020.pdf,PEW_May2021,0
,Vermont,Pandemic,TASK FORCE 1,Telecommunications and Connectivity Advisory Board,Pandemic TASK FORCE 1: Telecommunications and Connectivity Advisory Board,,,https://publicservice.vermont.gov/connectivity/advisory_board ,PEW_May2021,0
-99,Virginia,Dup,AGENCY 1,Department of Housing and Community Development,Dup AGENCY 1: Department of Housing and Community Development,,,https://www.dhcd.virginia.gov/broadband,PEW_May2021,0
-99,Virginia,Dup,AGENCY 2,Secretary of Commerce and Trade ,Dup AGENCY 2: Secretary of Commerce and Trade ,,,https://www.commonwealthconnect.virginia.gov/,PEW_May2021,0
-99,Virginia,Dup,AGENCY 3,Tobacco Region Revitalization Commission,Dup AGENCY 3: Tobacco Region Revitalization Commission,,,https://www.cit.org/service-lines/cit-broadband/,PEW_May2021,0
-99,Virginia,Dup,AGENCY 4,Virginia Information Technology Agency,Dup AGENCY 4: Virginia Information Technology Agency,,,https://www.vita.virginia.gov/,PEW_May2021,0
-99,Virginia,Dup,AGENCY 5,Department of Transporatation ,Dup AGENCY 5: Department of Transporatation ,,,http://www.p3virginia.org/projects/vdot-fiber-optics/ ,PEW_May2021,0
-99,Virginia,Dup,FUND 1,Virginia Telecommunications Initative (VATI),Dup FUND 1: Virginia Telecommunications Initative (VATI),,,https://www.dhcd.virginia.gov/vati,PEW_May2021,0
-99,Virginia,Dup,FUND 2,Tobacco Region Revitalization Commission Last Mile Broadband Program,Dup FUND 2: Tobacco Region Revitalization Commission Last Mile Broadband Program,,,https://www.revitalizeva.org/grant-loan-program/grant-programs/research-development-grant-program/,PEW_May2021,0
-99,Virginia,Dup,FUND 4,Agriculture and Forestry Industries Development Fund,Dup FUND 4: Agriculture and Forestry Industries Development Fund,,,http://www.vdacs.virginia.gov/agriculture-afid-facility-grants.shtml,PEW_May2021,0
-99,Virginia,Dup,FUND 5,Broadband Infrastructure Loan Fund,Dup FUND 5: Broadband Infrastructure Loan Fund,,,https://ilsr.org/rule/2887-2/ ,PEW_May2021,0
1,Virginia,Pre-pandemic,Agency,Information Technologies Agency,Pre-pandemic Agency: Information Technologies Agency,,,,PEW_July2019,0
2,Virginia,Pre-pandemic,Agency,Office of Telework Promotion and Broadband Assistance,Pre-pandemic Agency: Office of Telework Promotion and Broadband Assistance,,,,PEW_July2019,0
3,Virginia,Pre-pandemic,Agency,Department of Housing and Community Development ,Pre-pandemic Agency: Department of Housing and Community Development ,,,,PEW_July2019,0
4,Virginia,Pre-pandemic,Agency,Tobacco Region Revitalization Commission (Last Mile Broadband Program),Pre-pandemic Agency: Tobacco Region Revitalization Commission (Last Mile Broadband Program),,,,PEW_July2019,0
5,Virginia,Pre-pandemic,Agency,Department of Transportation (Broadband Opportunities Initiative),Pre-pandemic Agency: Department of Transportation (Broadband Opportunities Initiative),,,,PEW_July2019,0
6,Virginia,Pre-pandemic,Agency,Center for Innovative Technology,Pre-pandemic Agency: Center for Innovative Technology,,,,PEW_July2019,0
7,Virginia,Pre-pandemic,Agency,Department of Commerce and Trade,Pre-pandemic Agency: Department of Commerce and Trade,,,,PEW_July2019,0
8,Virginia,Pre-pandemic,Task Force,Broadband Advisory Council,Pre-pandemic Task Force: Broadband Advisory Council,,,,PEW_July2019,0
9,Virginia,Pre-pandemic,Plan,“Report on Commonwealth Connect” (2019),Pre-pandemic Plan: “Report on Commonwealth Connect” (2019),,,,PEW_July2019,0
10,Virginia,Pre-pandemic,Goal,Functional universal access within 10 years—Commonwealth Connect Report,Pre-pandemic Goal: Functional universal access within 10 years—Commonwealth Connect Report,,,,PEW_July2019,0
11,Virginia,Pre-pandemic,Fund,Virginia Telecommunications initiative (VATI),Pre-pandemic Fund: Virginia Telecommunications initiative (VATI),,,,PEW_July2019,0
12,Virginia,Pre-pandemic,Fund,Tobacco Region Revitalization Commission (Last Mile Broadband Program),Pre-pandemic Fund: Tobacco Region Revitalization Commission (Last Mile Broadband Program),,,,PEW_July2019,0
13,Virginia,Pre-pandemic,Fund,Commonwealth’s Development Opportunity Fund,Pre-pandemic Fund: Commonwealth’s Development Opportunity Fund,,,,PEW_July2019,0
14,Virginia,Pre-pandemic,Fund,Agriculture and Forestry Industries Development Fund ,Pre-pandemic Fund: Agriculture and Forestry Industries Development Fund ,,,,PEW_July2019,0
15,Virginia,Pre-pandemic,Fund,Broadband Infrastructure Loan Fund,Pre-pandemic Fund: Broadband Infrastructure Loan Fund,,,,PEW_July2019,0
16,Virginia,Pandemic,Fund,$30 million in CARES Act funding for broadband projects,Pandemic Fund: $30 million in CARES Act funding for broadband projects,30,"$30 million in CARES Act funding for broadband projects. Localities are encouraged to apply with projects that “creatively address the digital divide, including projects that address infrastructure or the cost of broadband services.”",https://www.nga.org/center/publications/expand-affordable-broadband/,National Governor's Association,0
17,Virginia,Pandemic,FUND 3,Growth and Opportunity (GO) Virginia Middle Mile Program,Pandemic FUND 3: Growth and Opportunity (GO) Virginia Middle Mile Program,,,https://govirginia.org/,PEW_May2021,0
18,Virginia,Pandemic,FUND 6,Community Development Block Grant ,Pandemic FUND 6: Community Development Block Grant ,,,https://www.dhcd.virginia.gov/cdbg-broadband,PEW_May2021,0
19,Virginia,Pandemic,GOAL 1,https://commonwealthconnect.virginiainteractive.org/sites/default/files/CIT%20Documents/Commonwealth%20Connect%20Report.pdf,Pandemic GOAL 1: https://commonwealthconnect.virginiainteractive.org/sites/default/files/CIT%20Documents/Commonwealth%20Connect%20Report.pdf,,,https://commonwealthconnect.virginiainteractive.org/sites/default/files/CIT%20Documents/Commonwealth%20Connect%20Report.pdf,PEW_May2021,0
20,Virginia,Pandemic,MAP 1,Virginia Broadband Availability Map ,Pandemic MAP 1: Virginia Broadband Availability Map ,,,https://broadband.cgit.vt.edu/IntegratedToolbox/,PEW_May2021,0
21,Virginia,Pandemic,OFFICE 1,"Office of Broadband, Department of Housing and Community Development","Pandemic OFFICE 1: Office of Broadband, Department of Housing and Community Development",,,https://www.dhcd.virginia.gov/broadband,PEW_May2021,0
-99,Virginia,Dup,PLAN 1,Commonwealth Connect,Dup PLAN 1: Commonwealth Connect,,,https://www.commonwealthconnect.virginia.gov/sites/default/files/CIT%20Documents/Commonwealth%20Connect%20Report.pdf,PEW_May2021,0
-99,Virginia,Dup,TASK FORCE 1,Broadband Advisory Council,Dup TASK FORCE 1: Broadband Advisory Council,,,https://www.dhcd.virginia.gov/broadband-advisory-council,PEW_May2021,0
1,Washington,Pre-pandemic,Agency,Office of the Chief Information Officer,Pre-pandemic Agency: Office of the Chief Information Officer,,,,PEW_July2019,0
2,Washington,Pre-pandemic,Agency,Department of Commerce,Pre-pandemic Agency: Department of Commerce,,,,PEW_July2019,0
3,Washington,Pre-pandemic,Fund,Community Economic Revitalization Board Rural Broadband Program,Pre-pandemic Fund: Community Economic Revitalization Board Rural Broadband Program,,,,PEW_July2019,0
,Washington,Pandemic,AGENCY 1,Public Works Board,Pandemic AGENCY 1: Public Works Board,,,https://www.commerce.wa.gov/building-infrastructure/pwb-home-page/,PEW_May2021,0
,Washington,Pandemic,AGENCY 2,Department of Commerce,Pandemic AGENCY 2: Department of Commerce,,,https://www.commerce.wa.gov/,PEW_May2021,0
,Washington,Pandemic,AGENCY 3,Office of the State Chief Information Officer ,Pandemic AGENCY 3: Office of the State Chief Information Officer ,,,https://ocio.wa.gov,PEW_May2021,0
,Washington,Pandemic,FUND 1,Public Works Board Broadband Construction Grant and Loan Program,Pandemic FUND 1: Public Works Board Broadband Construction Grant and Loan Program,,,https://www.commerce.wa.gov/building-infrastructure/pwb-broadband/,PEW_May2021,0
,Washington,Pandemic,FUND 2,Community Economic Revitalization Board Rural Broadband Program,Pandemic FUND 2: Community Economic Revitalization Board Rural Broadband Program,,,https://www.commerce.wa.gov/building-infrastructure/community-economic-revitalization-board/rural-broadband/,PEW_May2021,0
,Washington,Pandemic,FUND 3,State Universal Service Fund ,Pandemic FUND 3: State Universal Service Fund ,,,http://app.leg.wa.gov/RCW/default.aspx?cite=80.36.650,PEW_May2021,0
,Washington,Pandemic,GOAL 1,"https://app.leg.wa.gov/RCW/default.aspx?cite=43.330.536#:~:text=(3)%20By%202028%2C%20all,hundred%20fifty%20megabits%20per%20second.","Pandemic GOAL 1: https://app.leg.wa.gov/RCW/default.aspx?cite=43.330.536#:~:text=(3)%20By%202028%2C%20all,hundred%20fifty%20megabits%20per%20second.",,,"https://app.leg.wa.gov/RCW/default.aspx?cite=43.330.536#:~:text=(3)%20By%202028%2C%20all,hundred%20fifty%20megabits%20per%20second.",PEW_May2021,0
,Washington,Pandemic,MAP 1,State Broadband Access and Speed Survey Results ,Pandemic MAP 1: State Broadband Access and Speed Survey Results ,,,www.broadband.wa.gov,PEW_May2021,0
,Washington,Pandemic,OFFICE 1,Washington Statewide Broadband Office,Pandemic OFFICE 1: Washington Statewide Broadband Office,,,https://www.commerce.wa.gov/building-infrastructure/washington-statewide-broadband-act/,PEW_May2021,0
,Washington,Pandemic,PLAN 1,Broadband in Washington 2019,Pandemic PLAN 1: Broadband in Washington 2019,,,https://data.wa.gov/stories/s/irv9-b275,PEW_May2021,0
1,West Virginia,Pre-pandemic,Agency,Department of Commerce,Pre-pandemic Agency: Department of Commerce,,,,PEW_July2019,0
2,West Virginia,Pre-pandemic,Task Force,Broadband Enhancement Council,Pre-pandemic Task Force: Broadband Enhancement Council,,,,PEW_July2019,0
3,West Virginia,Pre-pandemic,Plan,2014 Strategic Plan,Pre-pandemic Plan: 2014 Strategic Plan,,,,PEW_July2019,0
4,West Virginia,Pre-pandemic,Goal,"“That it is a primary goal of the Governor, the Legislature and the citizens of this state, by the year 2020, to make every municipality, community, and rural area in this state, border to border, accessible to Internet communications through the expansion, extension and general availability of broadband services and technology.”","Pre-pandemic Goal: “That it is a primary goal of the Governor, the Legislature and the citizens of this state, by the year 2020, to make every municipality, community, and rural area in this state, border to border, accessible to Internet communications through the expansion, extension and general availability of broadband services and technology.”",,,,PEW_July2019,0
5,West Virginia,Pre-pandemic,Fund,Broadband Enhancement Fund,Pre-pandemic Fund: Broadband Enhancement Fund,,,,PEW_July2019,0
6,West Virginia,Pre-pandemic,Fund,"Economic Development Authority, Broadband Infrastructure Loan Insurance Program","Pre-pandemic Fund: Economic Development Authority, Broadband Infrastructure Loan Insurance Program",,,,PEW_July2019,0
7,West Virginia,Pandemic,Fund,$50 million for general broadband development.,Pandemic Fund: $50 million for general broadband development.,50,$50 million for general broadband development.,https://www.nga.org/center/publications/expand-affordable-broadband/,National Governor's Association,0
,West Virginia,Pandemic,AGENCY 1,Department of Commerce,Pandemic AGENCY 1: Department of Commerce,,,https://commerce.wv.gov,PEW_May2021,0
,West Virginia,Pandemic,FUND 1,West Virginia Broadband Infrastructure Loan Insurance Program ,Pandemic FUND 1: West Virginia Broadband Infrastructure Loan Insurance Program ,,,https://broadband.wv.gov/resources/wv-broadband-infrastructure-loan-insurance-program-app/,PEW_May2021,0
,West Virginia,Pandemic,FUND 2,Broadband Enhancement Fund ,Pandemic FUND 2: Broadband Enhancement Fund ,,,http://www.wvlegislature.gov/WVCODE/ChapterEntire.cfm?chap=31G&art=1&section=5#01,PEW_May2021,0
,West Virginia,Pandemic,GOAL 1,http://www.wvlegislature.gov/WVCODE/code.cfm?chap=31G&art=1,Pandemic GOAL 1: http://www.wvlegislature.gov/WVCODE/code.cfm?chap=31G&art=1,,,http://www.wvlegislature.gov/WVCODE/code.cfm?chap=31G&art=1,PEW_May2021,0
,West Virginia,Pandemic,MAP 1,Interactive West Virginia Broadband Map ,Pandemic MAP 1: Interactive West Virginia Broadband Map ,,,https://broadband.wv.gov/interactive-west-virginia-broadband-map/,PEW_May2021,0
,West Virginia,Pandemic,OFFICE 1,Office of Broadband ,Pandemic OFFICE 1: Office of Broadband ,,,https://www.wvlegislature.gov/Bill_Status/bills_text.cfm?billdoc=HB2002%20SUB%20ENR.htm&yr=2021&sesstype=RS&billtype=B&houseorig=H&i=2002,PEW_May2021,0
,West Virginia,Pandemic,PLAN 1,West Virginia State Broadband Plan 2020-2025 ,Pandemic PLAN 1: West Virginia State Broadband Plan 2020-2025 ,,,https://broadband.wv.gov/wp-content/uploads/2020/01/West_Virginia_State_Broadband_Plan_2020-2025.pdf,PEW_May2021,0
,West Virginia,Pandemic,TASK FORCE 1,West Virginia Broadband Enhancement Council,Pandemic TASK FORCE 1: West Virginia Broadband Enhancement Council,,,https://broadband.wv.gov/,PEW_May2021,0
1,Wisconsin,Pre-pandemic,Office,Broadband Office,Pre-pandemic Office: Broadband Office,,,,PEW_July2019,0
2,Wisconsin,Pre-pandemic,Agency,Public Service Commission,Pre-pandemic Agency: Public Service Commission,,,,PEW_July2019,0
3,Wisconsin,Pre-pandemic,Task Force,Wisconsin Broadband Stakeholder Workgroup,Pre-pandemic Task Force: Wisconsin Broadband Stakeholder Workgroup,,,,PEW_July2019,0
4,Wisconsin,Pre-pandemic,Plan,“Wisconsin’s Playbook for Broadband Progress” (2013),Pre-pandemic Plan: “Wisconsin’s Playbook for Broadband Progress” (2013),,,,PEW_July2019,0
5,Wisconsin,Pre-pandemic,Map,Broadband Map,Pre-pandemic Map: Broadband Map,,,,PEW_July2019,0
6,Wisconsin,Pre-pandemic,Fund,Universal Service Fund,Pre-pandemic Fund: Universal Service Fund,,,,PEW_July2019,0
,Wisconsin,Pandemic,AGENCY 1,Public Service Commission (Broadband Forward!),Pandemic AGENCY 1: Public Service Commission (Broadband Forward!),,,https://psc.wi.gov/Pages/Programs/BroadbandForward.aspx,PEW_May2021,0
,Wisconsin,Pandemic,AGENCY 2,Wisconsin Economic Development Corporation (Broadband Connectors Pilot) ,Pandemic AGENCY 2: Wisconsin Economic Development Corporation (Broadband Connectors Pilot) ,,,https://wedc.org/programs-and-resources/broadband-connectors-pilot/,PEW_May2021,0
,Wisconsin,Pandemic,FUND 1,Universal Service Fund,Pandemic FUND 1: Universal Service Fund,,,https://psc.wi.gov/Pages/Programs/USF.aspx ,PEW_May2021,0
